sentence,label
"The question as regard intermingling of accounts by the Appellants, herein with that of the Harshad Mehta Group and/ or any other or further contentions raised by the parties hereto before us shall receive due consideration of the learned Judge, Special Court afresh in the light of the observations made hereinbefore",Ratio of the decision
"As regard the tax liabilities of the Appellants, herein, we would request the learned Judge, Special Court to consider the matter afresh in the light of the observations made hereinbefore",Ratio of the decision
"The learned Judge, Special Court, in this behalf, having regard to the fact that several orders of Best Judgment Assessment have been passed by the Assessing Authority, may take into consideration the ratio laid down in the decision of this Court in Harshad Shantilal Mehta",Ratio of the decision
The learned Special Court shall proceed to pass appropriate orders as regard confirmation of the auction sales in respect of commercial properties,Ratio of the decision
"v) As regard, sale of residential properties, an appropriate order may be passed by the learned Judge, Special Court in the light of the observations made hereinbefore",Ratio of the decision
vi,Ratio of the decision
We direct the Custodian to permit the Appellants to have inspection of all the documents in his power or possession in the premises of the Special Court in the presence of an officer of the court,Ratio of the decision
Such documents must be placed for inspection for one week continuously upon giving due notice therefor to the Appellants jointly,Ratio of the decision
"As the Appellants have been represented in all the proceedings jointly, only one of them would be nominated by them to have the inspection thereof",Ratio of the decision
The Appellants shall be entitled to take the help of a Chartered or Cost Accountant and may make notes therefrom for their use in the pending proceeding,Ratio of the decision
"The Appellants shall file their objections to the said report, if any, within ten days thereafter",Ratio of the decision
The Custodian may also take assistance and/ or further assistance from a Chartered Accountant of his choice,Ratio of the decision
A reply and/ or rejoinder thereto shall be filed within one week from the date of the receipt of the copy of the objection,Ratio of the decision
The parties shall file their respective documents within one week thereafter,Ratio of the decision
